"prompt","expected completion","source_file"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; What are the Ordinary course of business covenants","Below are the “ordinary course of business” covenants set forth in Section 6.01(a) of the Acquisition Agreement between Parent (Ocala Bidco, Inc.) and Target (Inovalon Holdings, Inc.):

1. Conduct of Operations  
   • The Company (together with its Subsidiaries) shall “conduct its operations, in all material respects, in the ordinary course of business.”  
   • Citation: Section 6.01(a)(i)

2. Preservation of Goodwill and Relationships  
   • The Company (and its Subsidiaries) shall use “commercially reasonable efforts to preserve the goodwill and current relationships of the Acquired Companies with employees, customers, suppliers and other Persons with which the Company or any of its Subsidiaries has significant business relations.”  
   • Citation: Section 6.01(a)(ii)

Exceptions  
These covenants are subject to the following carve-outs, meaning they need not be observed to the extent:  
   w. described on Section 6.01(a) of the Company Disclosure Letter,  
   x. required by Applicable Law,  
   y. expressly required by the Agreement, or  
   z. otherwise agreed in writing by Parent (not to be unreasonably withheld, conditioned or delayed).  
   • Citation: Section 6.01(a)

No additional “ordinary course” obligations are stated in the provided text.","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Acquisition Agreement between Parent ""Ocala Bidco, Inc."" and Target ""Inovalon Holdings, Inc.""; Where is the Specific Performance clause","The Specific Performance clause appears in Section 9.02 of the Acquisition Agreement, titled “Remedies Cumulative; Specific Performance.”  

Excerpt (Section 9.02):  
- The parties acknowledge that a breach would cause irreparable harm for which remedies at law are inadequate.  
- They agree that, in addition to any other relief, they are entitled to seek injunctions, specific performance, and other equitable relief to enforce the Agreement.  
- Each party further agrees not to oppose such equitable relief on the basis that it has an adequate remedy at law or that specific performance is inappropriate.","maud/Inovalon_Holdings_Management_Led_Buyout.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Information about the Closing Condition: Compliance with Covenants","Below is the sole Closing‐condition in the provided text relating to “Compliance with Covenants.”  

1. Source  
   • Section 6.02(b) (“Agreements and Covenants”) of the Merger Agreement between Atlas CC Acquisition Corp. and Cubic Corporation.  

2. Requirement  
   • Parent’s and Sub’s obligation to consummate the Merger is subject to the condition that, at or prior to Closing, the Company “shall have performed or complied with, in all material respects, all obligations and covenants required by this Agreement to be performed or complied with by the Company on or before the Closing.”  

3. Waiver  
   • This condition may be waived by Parent “to the extent permitted by applicable Law.”  

4. Missing Details  
   • The excerpt does not define “material respects,” nor does it list the specific covenants or obligations the Company must satisfy. Without the full Agreement, we cannot specify those items.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","The Target’s representation and warranty of no Material Adverse Effect is set forth in Section 3.09(b) of the Merger Agreement.  In pertinent part, Cubic Corporation represents and warrants that:

  1. “Since September 30, 2020 to the date of this Agreement, there has not been any Effect that, individually or in the aggregate, has had, or would reasonably be expected to have, a Company Material Adverse Effect.”  
     – Source: Section 3.09(b)  

If you need further detail—such as the definition of “Effect” or “Company Material Adverse Effect”—please let me know.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Definition of ""Knowledge""","Based solely on the excerpt you provided, the term “knowledge” is defined as follows:

1. “Knowledge” means, in each case after reasonable inquiry,   
   a. with respect to the Company, the actual knowledge of the individuals listed in Section 1.1(A) of the Company Disclosure Letter.   

• Citation: Merger Agreement, Definition of “knowledge,” clause (a) (as provided).  
• Note: No other clauses or parties’ knowledge definitions were included in the context, so a complete definition may include additional subsections not shown here.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Where is the No-Shop Clause","The “no-shop” (i.e., no-solicitation) covenant is set forth in Section 5.03 of the Merger Agreement, entitled “Solicitation; Change of Company Recommendation.”  In particular:  

1. Section 5.03(a)(ii) contains the core “no-shop” restrictions, providing that, from the signing date until the earlier of the Effective Time or termination of the Agreement, the Company and its representatives will not, directly or indirectly, initiate, solicit, knowingly encourage or facilitate any Competing Proposal (clause (A)), furnish non-public information to a party making a Competing Proposal (clause (B)), engage in discussions or negotiations regarding a Competing Proposal (clause (C)), enter into any Alternative Acquisition Agreement (clause (D)), or agree to take any such prohibited actions (clause (E)).  

2. These prohibitions are subject only to the narrow carve-out in the proviso at the end of Section 5.03(a), which permits the Company to inform a third party making an inquiry that the Company is contractually prohibited from engaging with it.  

Because the Agreement does not label a separate “No-Shop” article, the functional no-shop obligations are embedded in Section 5.03(a)(ii)(A)–(E).","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What about the Fiduciary exception to the No-Shop Clause","Below is what Section 5.03(b) of the Merger Agreement says about the “fiduciary exception” to the no-shop (non-solicitation) clause:

1.  General Rule  
    –  The Company is prohibited from soliciting or engaging with competing bidders (the “no-shop” obligation in Section 5.03(a)).

2.  Fiduciary Exception (Section 5.03(b))  
    –  Notwithstanding the no-shop obligation, if all of the following are true before the Company Stockholder Approval or termination:  
       a.  The Company receives a bona fide written “Competing Proposal” that was not solicited in breach of Section 5.03(a).  
       b.  The Company Board (or a committee) determines in good faith, after consulting its outside financial and legal advisors, that the Competing Proposal is—or would reasonably be expected to lead to—a “Superior Proposal.”  
       c.  The Board concludes that failing to engage with the bidder would likely violate the Board’s fiduciary duties under applicable law.  
    –  Then the Company (and its representatives) may:  
       •  Furnish information (subject first to an “Acceptable Confidentiality Agreement” if the bidder isn’t already bound), and  
       •  Participate in discussions or negotiations,  
      provided that any non-public information shared with the competing bidder is promptly (and in any event within 48 hours) also made available to Parent and Sub.

3.  Key Citations  
    –  Section 5.03(b)(i)–(ii): conditions triggering the exception.  
    –  Section 5.03(b)(A)–(B): actions permitted once those conditions are met.  
    –  Last sentence of Section 5.03(b): confidentiality‐and-notice requirements.

4.  No Other Exceptions Stated  
    –  The only carve-out to the no-shop clause in the provided text is this fiduciary exception.  
    –  If you need to know whether other carve-outs exist, the text provided is insufficient to answer.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What is the Definition of ""Interveining Event""","Below is the definition of “Intervening Event” as set forth in the Merger Agreement between Atlas CC Acquisition Corp. and Cubic Corporation (quotation and organization verbatim from the provided context):

“Intervening Event” means a material Effect or state of facts that  
  1. was not known to, or reasonably foreseeable by, the Company Board prior to the execution of this Agreement, which Effect, or any material consequence thereof, becomes known to, or reasonably foreseeable by, the Company Board prior to the receipt of the Company Stockholder Approval and  
  2. does not relate to a Competing Proposal;  

provided, however, that an “Intervening Event” shall not include:  
  (i)  any Competing Proposal or other inquiry, offer or proposal that could lead to a Competing Proposal,  
  (ii) an Effect resulting from a breach of this Agreement by the Company or any of the Company Subsidiaries,  
  (iii) changes in the price of the Shares, in and of itself (provided, however, the underlying reasons for such changes may constitute an Intervening Event unless excluded by any other exclusion in this definition), or  
  (iv) the fact that, in and of itself, the Company exceeds any internal or published projections, estimates or expectations of the Company’s revenue, earnings or other financial performance or results of operations for any period (provided, however, the underlying reasons for such events may constitute an Intervening Event unless expressly excluded by any other exclusion in this definition).","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Information about the Fiduciary Termination Right Triggers for termination","Below is the sole “fiduciary termination right” trigger set forth in the provided context (Section 7.01(d)).  No other fiduciary‐out provisions are included in your excerpt.

1.   Section 7.01(d) (Company’s right to terminate before stockholder approval upon a Superior Proposal)  
     The Company may terminate this Agreement if all of the following occur prior to receipt of the Company Stockholder Approval:  
     a.  A “Superior Proposal” is received by the Company;  
         – See Section 7.01(d)(i).  
     b.  The Company Board (or a duly authorized committee) has authorized the Company, pursuant to Section 5.03(e), to enter into an Alternative Acquisition Agreement to consummate that Superior Proposal;  
         – See Section 7.01(d)(ii) and cross-referenced Section 5.03(e).  
     c.  The Company has fully complied with its obligations under Section 5.03 with respect to that Superior Proposal (other than any non-compliance that is both immaterial and unintentional);  
         – See Section 7.01(d)(iii).  
     d.  The Company pays the Company Termination Fee in accordance with Section 7.02(b);  
         – See Section 7.01(d)(iv) and cross-referenced Section 7.02(b).  
     e.  Substantially concurrently with such termination, the Company enters into the Alternative Acquisition Agreement to consummate the Superior Proposal.  
         – See Section 7.01(d)(v).

If you require any other fiduciary-out triggers, they are not included in the excerpt you provided.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Is there a Tail provision for acquisition proposals","Based solely on the language of the provided Section 7.02 of the Merger Agreement, there is a “tail” provision covering acquisition (i.e., Competing) proposals.  In particular:

1. Tail Duration  
     – Paragraph 7.02(b)(i)(C) provides that the tail period is “concurrently with or within twelve (12) months after the date of any such termination.”  

2. Triggering Events  
   – If the Agreement is validly terminated (Section 7.02(b)(i)(A)) and, within that 12‑month tail period, either:  
     • the Company (or a subsidiary) enters into a definitive agreement to effect any Competing Proposal whose equity purchase price exceeds the agreed Aggregate Merger Consideration; or  
     • any Competing Proposal is consummated  
   – then the Company must pay the Company Termination Fee to Parent, on the timing set forth in Section 7.02(b)(i)(C)(1)–(2).

3. Payment Timing Depends on Counterparty  
   – If the new proposal is with the same person (or its affiliate) who made the prior proposal (Section 7.02(b)(i)(C)(1)), payment is due upon execution of the definitive agreement or consummation, whichever is earlier.  
   – If the counterparty is different, payment is due upon consummation (Section 7.02(b)(i)(C)(2)).

Citations:  
  • Tail period: Section 7.02(b)(i)(C)  
  • Triggering events and payment obligations: Section 7.02(b)(i)(A) & (C)","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; What are the Ordinary course of business covenants","Below is what Section 5.01 of the Merger Agreement (Atlas CC Acquisition Corp. with Cubic Corporation) expressly provides as the “ordinary course of business” covenant.  Because no further subdivisions or examples are included in your excerpt, this answer is limited to the text you supplied.

1. Time period  
   – From the date of the Merger Agreement through the earlier of (a) the Effective Time of the merger and (b) termination of the Agreement in accordance with its terms.  

2. Covenant  
   – “The Company will, and will cause each Company Subsidiary to, use commercially reasonable efforts to conduct its operations in all material respects in the ordinary course of business.”  
   – Citation: Merger Agreement § 5.01.  

3. Exceptions  
   – Actions expressly set forth in Section 5.01 of the Company Disclosure Letter.  
   – Actions expressly contemplated or required by any other provision of the Merger Agreement.  
   – Actions required by applicable law, including any COVID-19 measures.  
   – Any other actions for which Parent has given prior written consent (such consent “shall not be unreasonably withheld, delayed or conditioned”).  

4. Missing detail  
   – The Agreement refers to Section 5.01 of the Company Disclosure Letter for specific exceptions or permitted deviations, but that Disclosure Letter was not provided.  

Because your excerpt contains only the general covenant and its four categories of carve-outs, there is insufficient information to list more granular “ordinary-course” dos and don’ts (e.g., limits on capital expenditures, hiring, transactions with affiliates, etc.), each of which typically appears in a disclosure schedule.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Merger Agreement between ""Atlas CC Acquisition Corp."" and ""Cubic Corporation""; Where is the Specific Performance clause","The Specific Performance clause is found in Section 8.10 of the Merger Agreement, entitled “Specific Performance.”  

– See Section 8.10(a): establishes the parties’ right to seek injunctive or other equitable relief for breaches.  
– See Section 8.10(c): contains agreed limitations on those remedies.","maud/Cubic Corporation_Investment Group.pdf||Cubic_Corporation_Investment_Group_Amendment No.1.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Type of Consideration","The Acquisition Agreement provides that the entire merger consideration is paid in cash.  Specifically:  

• Section (a) (“Conversion of Company Common Stock”) provides that, at the Effective Time, each outstanding share of HMS Holdings Corp. common stock (other than Cancelled Shares and Dissenting Shares) will be “cancelled and extinguished and automatically converted into and shall thereafter represent the right to receive an amount in cash equal to $37.00 (such amount of cash, as may be adjusted pursuant to Section 3.01(e), … the ‘Merger Consideration’), payable to the holder thereof, without interest, in accordance with Section 3.02.”  

Thus, the sole type of consideration under the Acquisition Agreement is cash (the “Merger Consideration”).","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Information about the Closing Condition: Compliance with Covenants","Below is the closing‑condition as to covenant compliance under the Acquisition Agreement:

1. Citation  
   – See Section 8.02(b) (“Covenants”) of the Acquisition Agreement.

2. Requirement  
   – All covenants and obligations that HMS Holdings Corp. (“the Company”) is required to comply with or perform at or prior to the Closing must have been complied with and performed in all material respects.

3. Exception  
   – Section 6.01(a)(xxi) must have been complied with and performed in all respects (i.e., no “material” qualifier).

4. Waiver  
   – Parent and Merger Sub may waive this condition, if permissible under applicable law (see Section 8.02 preamble).

No further detail is provided in the excerpt.","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Target's Representation & Warranty of No Material Adverse Effect, with regards to some specified date","The Acquisition Agreement’s representation and warranty of no Material Adverse Effect by HMS (the “Company”) is set forth in Section 4.07(a) and reads, in substance, as follows:

1. Period Covered  
   • “Since the Company Balance Sheet Date and through the date of this Agreement…”  

2. Representation  
   • “There has not been a Company Material Adverse Effect.”  

(See Section 4.07(a) of the Agreement.)","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Material Adverse Effect""","Below is the Agreement’s definition of “Company Material Adverse Effect,” which is the operative “Material Adverse Effect” concept for HMS Holdings Corp. (the “Company”).1

1. General Definition  
“Company Material Adverse Effect” means any event, change, effect, fact, circumstance, development, condition or occurrence (each an “Effect”) that either:  
  a. prevents or materially impairs the ability of the Company to consummate the Transactions; or  
  b. has had, or would reasonably be expected to have, a material adverse effect on the results of operations or financial condition of the Acquired Companies, taken as a whole;  

2. Carve‑Outs—Non‑Excludable Effects  
Notwithstanding clause (1.b), none of the following, alone or in combination, shall be deemed to constitute a “Company Material Adverse Effect” (nor be taken into account in determining whether one has occurred), except to the extent such matters “disproportionately impact the Acquired Companies (taken as a whole) relative to other businesses in the industries in which the Acquired Companies operate” (applicable to clauses (i), (ii), (iii), (iv), (v) and (ix) only):  
  (i) Changes in Applicable Law, GAAP or any accounting standards or interpretations thereof;  
  (ii) General economic, political or business conditions, acts of terrorism, epidemics or pandemics (including COVID‑19), disease outbreaks or changes in geopolitical conditions (including war, armed hostilities or governmental responses thereto);  
  (iii) Financial and capital market conditions, including interest‑rate and currency‑exchange fluctuations;  
  (iv) Seasonal fluctuations in the business of the Acquired Companies;  
  (v) Any change generally affecting the industries in which the Acquired Companies operate;  
  (vi) The negotiation, entry into or announcement of this Agreement or the Transactions (including related stockholder or derivative litigation or damage to reputation), provided that this carve‑out does not apply to references to “Company Material Adverse Effect” in the Company’s reps and warranties in Sections 4.02, 4.03, 4.04 and 4.16(h);  
  (vii) Compliance with the terms of this Agreement;  
  (viii) Actions expressly required or permitted by this Agreement, or taken at Parent’s written request;  
  (ix) Acts of God or natural disasters;  
  (x) Changes in the price or trading volume of the Company’s securities or financial instruments (standing alone), provided the underlying cause is not otherwise excluded;  
  (xi) Failure to meet internal or published projections, estimates or forecasts (standing alone), provided the underlying cause is not otherwise excluded;  
  (xii) For purposes of Section 8.02(c): (A) matters disclosed in the Company Disclosure Letter; or (B) disclosures in the Company SEC Documents that modify an Article IV representation or warranty, to the extent reasonably foreseeable and apparent on the face of the disclosure as of the date hereof.  

Source: Context, “Company Material Adverse Effect” definition.","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Knowledge""","Below is what the Agreement tells us “Knowledge” means, based solely on the excerpt you supplied.  The remainder of the definition is not included in your context.

1. Definition (excerpted)  
   “Knowledge” means, with respect to the Company, the actual knowledge, after reasonable inquiry, of each of:  
   •  Maria Perrin  
   •  Doug Williams  
   •  Jacob Sims (but only as to those representations and warranties in Article IV relevant to his role at the Company)  
   •  Jeffrey Sherman  
   •  Meredith Bjorck (and, for purposes of Section 4.09(a)(xiv), her “reasonable inquiry” is deemed to include reasonable inquiry of Bill Lucia)  
   •  David Alexander  
   •  Greg Aunan  

2. Missing information  
   – The excerpt ends with “and,” indicating that additional clauses (e.g., subsections (b), (c), etc., or further individuals or definitions) are not provided.  
   – Without the rest of the Agreement, we cannot say how “Knowledge” is defined for Parent, its other officers, or in any other context.","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Where is the No-Shop Clause","The “no‐shop” restrictions appear in Section 6.02 of the Acquisition Agreement, titled “No Solicitation; Adverse Recommendation Change.”  In particular:  

1. Section 6.02(a)(ii) contains the core “no‐shop” covenant, which provides that, from the date of the Agreement until termination or the Effective Time, the Company must not, and must cause its representatives not to:
   • solicit, initiate, seek or knowingly encourage any Acquisition Proposal (clause (A));  
   • enter into or continue discussions or furnish non‑public information to any third party in a manner reasonably expected to lead to an Acquisition Proposal (clause (B));  
   • approve or enter into any Alternative Acquisition Agreement (clause (C)); or  
   • take any action prohibited by clauses (A)–(C) (clause (D)).  

2. Any waiver of “standstill” or similar agreements to permit a third party to submit an Acquisition Proposal is expressly carved out (also in clause (B)).","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What about the Fiduciary exception to the No-Shop Clause","Below is what the Agreement itself says about the “fiduciary exception” to the No-Shop obligation:

1. Location in Agreement  
   •  See Section 6.02(b) of the Acquisition Agreement.

2. Conditions Triggering the Exception (Section 6.02(b))  
   The Company may solicit or negotiate with a third party and provide it non-public information if, and only if, all of the following are true:  
   a.  The Company has received a written Acquisition Proposal from a Third Party that did not result from a material, intentional breach of the No-Shop provisions (i.e., Section 6.02(a)).  
   b.  The Board, in good faith and after consulting its financial and outside legal advisors, determines that:  
      i.  The proposal constitutes—or could reasonably be expected to lead to—a “Superior Proposal,” and  
      ii.  Failing to take action would likely violate the Board’s fiduciary duties under applicable law.

3. Permitted Actions Once Exception Applies (Section 6.02(b)(1) and (2))  
   a.  Furnish non-public information and grant access to books, records or officers of the Company to the third party.  
   b.  Engage in discussions and negotiations regarding its Acquisition Proposal.  

4. Information-Sharing to Parent (Section 6.02(b))  
   •  Any material non-public information provided to the third party (that Parent has not already received) must be delivered to Parent within 48 hours after it is first provided to the third party.

5. No Other Exceptions Stated  
   •  The text does not describe any other carve-outs or procedures.  
   •  No additional fiduciary-out mechanics appear outside Section 6.02(b).

— End of analysis based solely on Section 6.02(b).","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Superior Proposal""","“Superior Proposal” is defined in the Acquisition Agreement as follows:

1. Nature of Proposal  
   – An “Acquisition Proposal” (with one modification: any reference therein to “twenty percent (20%)” is replaced by “fifty percent (50%)”).

2. Proposing Party  
   – Must be made by a Third Party.  
   – May not result from a breach of Section 6.02(a) (except for a breach that is both immaterial and unintentional).

3. Board Determination  
   – The Company Board must determine in good faith, after consultation with its financial and outside legal advisors, that the proposal:  
     • Takes into account factors the Board deems appropriate (e.g., conditionality, timing, likelihood of consummation)  
     • Would result in a transaction more favorable from a financial perspective to the Company’s stockholders than the Transactions under the Agreement (including consideration of any Company Termination Fee, if applicable).

Citation: Acquisition Agreement, definition of “Superior Proposal.”","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What is the Definition of ""Interveining Event""","Below is the Agreement’s precise definition of “Intervening Event” (emphasis added and numbered for clarity):

“Intervening Event” means any Effect (other than an Acquisition Proposal) that,  
1. individually or in the aggregate, is material to the Acquired Companies, taken as a whole,  
2. that is not known or reasonably foreseeable (or the magnitude of which is not known or reasonably foreseeable) to or by the Company Board as of the date of this Agreement, and  
3. which Effect (or the magnitude thereof) becomes known to or by the Company Board prior to adoption of this Agreement by the Required Company Stockholder Approval.  

Source: Acquisition Agreement, definition of “Intervening Event.”","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Information about the Fiduciary Termination Right Triggers for termination","Below is what Section 9.01(h) of the Acquisition Agreement expressly provides as the “fiduciary out” (i.e., the right of HMS Holdings Corp. (the “Company”) to terminate in order to pursue a Superior Proposal).  All citations are to Section 9.01 of the Agreement.

1. Triggering Event  
   • The Company may terminate this Agreement “at any time prior to the receipt of the Required Company Stockholder Approval”  
   • Solely for the purpose of entering into a definitive agreement with respect to a “Superior Proposal”

2. Required Conditions (all three must be satisfied concurrently with termination):  
   (i)  Compliance with Section 6.02(d)  
        – This is the Company’s obligation to continue to comply with its stand‑still and no‑solicitation undertakings (see Section 6.02(d)).  
   (ii) Payment of the Company Termination Fee  
        – The Company must pay to Parent the fee described in Section 9.03.  
   (iii) Execution of the Superior Proposal Agreement  
        – Concurrently with termination, the Company must enter into the definitive agreement reflecting the Superior Proposal.  

— Section 9.01(h)","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; Is there a Tail provision for acquisition proposals","Based solely on the language of Section 9.03 of the Agreement, there is a “tail” provision covering acquisition proposals.  In particular:

1. Tail period  
   • Section 9.03(b)(D) provides that if this Agreement is terminated, then for the twelve (12)-month period following such termination the Company must pay the Company Termination Fee if an Acquisition Proposal is entered into or consummated.  

2. Triggers within the tail  
   • Entry into a definitive agreement for any Acquisition Proposal, regardless of the counterparty or when it was first made, within twelve months of termination.  
   • Consummation of any Acquisition Proposal within the same twelve-month period.  

3. Modified threshold  
   • For purposes of this tail provision, the definition of “Acquisition Proposal” is modified so that the usual twenty percent (20%) ownership threshold is deemed to be fifty percent (50%) (see the proviso in Section 9.03(b)(D)).

Citation:  
• Section 9.03(b)(D) – “within twelve (12) months following the termination of this Agreement, (1) the Company enters into a definitive agreement for the consummation of any Acquisition Proposal … or (2) any Acquisition Proposal is consummated … then the Company shall pay … the Company Termination Fee…”","maud/HMS Holdings Corp._Veritas Capital.txt"
"Consider the Acquisition Agreement between Parent ""Gainwell Acquisition Corp."" and Target ""HMS Holdings Corp.""; What are the Ordinary course of business covenants","Below is what Section 6.01(a) of the Acquisition Agreement says about “ordinary course of business” covenants.  Because you provided only the first clause of Section 6.01(a), the description is necessarily limited to that text.

1. Reference  
   • Acquisition Agreement, Section 6.01(a) (“Conduct of the Company Pending the Merger”).

2. Core Covenant  
   • From the date of the Agreement until the earlier of (i) the Effective Time or (ii) termination under Section 9.01, the Company and its Subsidiaries must:  
     – “conduct its operations, in all material respects, in the ordinary course of business.”

3. Permitted Exceptions  
   This covenant is subject to the following carve‑outs (i.e., the Company may deviate if):  
   a. The action is set forth in Section 6.01(a) of the Company Disclosure Letter;  
   b. Required by Applicable Law;  
   c. “Expressly contemplated by this Agreement”; or  
   d. Taken with the “prior written consent of Parent” (which consent “shall not be unreasonably withheld, conditioned or delayed”).

4. Scope and Limitations  
   • Only the clause quoted above was provided. Any further “ordinary course” covenants (e.g., limitations on capital expenditures, M&A activity, financing arrangements, litigation, or employment matters)—if they exist—are not included in the excerpt you supplied.

5. Conclusion on Sufficiency  
   • The excerpt establishes a general “operate-as-usual” standard, subject to specified carve‑outs.  
   • No additional sub‑clauses defining “ordinary course” activities are available in the provided context.","maud/HMS Holdings Corp._Veritas Capital.txt"
