"prompt","expected completion","source_file"
"Consider the Content License Agreement between PSiTech Corporation and Empirical Ventures, Inc.; What licenses are granted under this contract?","Below is a summary of the licenses that Licensor grants to Licensee under the Agreement (all citations refer to the provided Context):

1. Content License (Context, first paragraph)  
   • Type: Exclusive (except for rights reserved by Licensor), non‑transferable (except as provided in Section 11.7), non‑sublicensable  
   • Scope: To reproduce, perform, display, transmit and distribute the Licensed Content on the Licensee Site and Related Media  
   • Users & Territory: Intended solely for use by End Users in the Territory  
   • Limitations: Must comply with Section 3.2 and all other terms; use is limited to the scope set forth in Schedule 1 (License Scope)  
   • Term: During the License Term  

2. Marks License (Context, second paragraph)  
   • Type: Limited, non‑exclusive, non‑transferable (except as provided in Section 11.7), non‑sublicensable, royalty‑free  
   • Scope of Use: Licensor’s Marks as designated by Licensor to:  
     1. display on the Licensee Site either  
        a. with the Licensed Content for source attribution; or  
        b. as links to the Licensed Content  
     2. comply with Licensee’s express obligations under the Agreement  
     3. advertise, market and promote the Licensed Content or the Licensee Site and identify Licensor as content provider  
   • Approval: All uses of Licensor’s Marks require Licensor’s prior written approval  
   • Term: During the Term of the Agreement  

No other licenses are expressly granted in the provided context.","cuad/GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt"
"Consider the Content License Agreement between PSiTech Corporation and Empirical Ventures, Inc.; Are the licenses granted under this contract non-transferable?","The Licenses granted under the Agreement are, by their own terms, non-transferable except in the specific circumstance described in Section 11.7.  

• Section 1 (License Grant for Content) states that the license is “non-transferable (except as provided in Section 11.7) and non-sublicensable.”  
• Section 1 (License Grant for Marks) likewise describes the license as “non-transferable (except as provided in Section 11.7) and non-sublicensable.”  

Because the only carve-out to non-transferability is found in Section 11.7—and that section’s text is not provided in the supplied context—the general rule is that neither the Content license nor the Marks license may be transferred.","cuad/GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt"
"Consider the Content License Agreement between PSiTech Corporation and Empirical Ventures, Inc.; What are the audit rights under this contract?","Below is a summary of the audit rights granted to Licensor under the Content License Agreement. All references correspond to the clauses in the provided context.

1. Right to Inspect Records and Personnel  
   • Licensee must make available, during normal business hours, its books, records and appropriate personnel for audit by Licensor or its authorized representative.  
   • (Context, ¶1)

2. Notice and Frequency Restrictions  
   Licensor’s audit rights are subject to the following limitations:  
   a. Prior Notice  
      – Licensor must give Licensee reasonable prior notice before conducting any audit. (Context, ¶1(a))  
   b. Annual Limit  
      – Licensor may audit no more than once per calendar year, unless a previous audit disclosed an outstanding balance due. (Context, ¶1(b))  
   c. Minimizing Disruption  
      – Audits must be conducted so as to minimize disruption to Licensee’s normal business operations. (Context, ¶1(c))

3. Allocation of Audit Costs  
   • By default, Licensor bears the cost of any audit.  
   • If the audit uncovers under-reporting or under-payment by Licensee of five percent (5%) or more, Licensee must reimburse Licensor for the reasonable cost of that audit. (Context, ¶2)

No other audit provisions appear in the provided text.","cuad/GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt"
"Consider the Content License Agreement between PSiTech Corporation and Empirical Ventures, Inc.; Is there uncapped liability under this contract?","Based on the single sentence you’ve provided, the agreement carves out two exceptions to the caps in Sections 9.1 and 9.2, meaning in those two scenarios liability is uncapped:

1. Indemnification under Section 8.2  
   – “The provisions of Section 9.1 and Section 9.2 will not apply to limit the Licensee’s indemnification obligations under Section 8.2.”  
   – Implication: Any indemnity the Licensee owes under § 8.2 is unlimited by the caps otherwise found in § 9.1/9.2.

2. Gross negligence or wilful misconduct  
   – Those same sections (§ 9.1/9.2) “will not apply … in the case of Licensee’s gross negligence or wilful misconduct.”  
   – Implication: The Licensee may be fully liable (without cap) for damages arising from its own gross negligence or willful misconduct.

Limitations of this analysis  
• We have only the excerpt above; there may be other uncapped‑liability provisions or additional caps elsewhere.  
• No conclusion can be drawn about liabilities outside § 8.2 or gross negligence/wilful misconduct.","cuad/GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt"
"Consider the Content License Agreement between PSiTech Corporation and Empirical Ventures, Inc.; Is there a cap on liability under this contract?","Based on the language you’ve provided, there is indeed a monetary cap on liability.  In particular:

1. Exclusion of Certain Damages  
   • “Neither party shall be liable under or in connection with this Agreement for indirect, incidental, consequential, liquidated, special or exemplary damages or penalties … regardless of whether such damage was foreseeable and whether Licensor has been advised of the possibility of such damages.”  
   • (Context, ¶1)

2. Cap on Direct Liability  
   • “Each party’s liability arising out of or related to this Agreement will not exceed an amount equal to the aggregate amounts paid or payable to Licensor in the twelve (12) months preceding the commencement of the claim.”  
   • (Context, ¶2)

In sum, while indirect and consequential damages are fully excluded, any recoverable (i.e., direct) damages are capped at the total fees paid—or payable—to Licensor during the twelve months immediately before the claim arose.","cuad/GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; What is the expiration date of this contract?","Based solely on the provided clause:  

1. Section “Term and Termination” states that the Agreement “shall commence on the Effective Date listed above and continue for twenty (20) years, unless sooner terminated as provided in Section 7(b).”  
2. Therefore the contract’s expiration date is twenty years after its Effective Date.  
3. Because the Effective Date itself is not included in the excerpt you supplied, the precise calendar date of expiration cannot be determined from the materials at hand.","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; What is the governing law for this contract?","The Agreement’s Governing Law clause provides:  

- “This Agreement shall be governed by and construed in all respects in accordance with the laws of the State of New York, without giving effect to any conflicts of laws principles.”  

Accordingly, the contract is governed by the laws of the State of New York.","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; Does this contract include any right of first refusal, right of first offer, or right of first negotiation?","Based on the Term provision of the Agreement (¶ Term and Termination):

1. Initial Term  
   – “This agreement shall … remain in effect until the end of the current calendar year.”  
   – Therefore, the first expiration date is December 31 of the year in which the Agreement is executed.

2. Renewal Terms  
   – “And shall be automatically renewed for successive one (1) year periods unless otherwise terminated…”  
   – Each renewal term likewise expires on December 31 of the applicable calendar year.

3. Early Termination  
   – The only way the Agreement ends prior to each December 31 is by following the cancellation or termination procedures set out in paragraph 18.

Sources:  
– Term clause (¶ Term and Termination)","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; Is there an anti-assignment clause in this contract?","The Agreement “shall be automatically renewed for successive one (1) year periods” (see the second sentence of the provided clause).","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; Does this contract include any revenue or profit-sharing arrangements?","The Agreement provides that either party may terminate at the end of the initial term or any renewal term “upon thirty (30) days written notice to the other party.” (see provided clause) Therefore, a 30‑day written notice is required to terminate a renewal.","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; What are the audit rights under this contract?","The Marketing Affiliate Agreement is governed by the laws of the State of Nevada.  
• Governing Law clause: “This Agreement … shall be governed by and construed in accordance with the laws thereof [Nevada], which laws shall prevail in the event of any conflict.”","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
"Consider the Content License Agreement between Beijing Sun Seven Stars Culture Development Limited and You On Demand Holdings, Inc.; Is there uncapped liability under this contract?","Yes. The Agreement contains an anti-assignment clause.  In the (Assignment) section it provides:  

• “MA may not assign, sell, lease or otherwise transfer in whole or in part any of the rights granted pursuant to this Agreement without prior written approval of Company.”  

This language plainly prohibits any assignment or transfer of MA’s rights under the Agreement without the Company’s written consent.","cuad/IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.txt"
